%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	nDPIclass	srcIpContinent	srcIpCountry	srcIpCity	srcIpPostcode	srcIpAccuracy	srcIpLat	srcIpLong	srcIpTimeZone	dstIpContinent	dstIpCountry	dstIpCity	dstIpPostcode	dstIpAccuracy	dstIpLat	dstIpLong	dstIpTimeZone	geoStat	pktsSnt	pktsRcvd	padBytesSnt	l7BytesSnt	l7BytesRcvd	minL7PktSz	maxL7PktSz	avgL7PktSz	stdL7PktSz	minIAT	maxIAT	avgIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAvgWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpJA4T	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAvg	tcpRTTAckTripJitAvg	tcpRTTSseqAA	tcpRTTAckJitAvg	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	dnsStat	dnsHdrOPField	dnsHFlg_OpC_RetC	dnsCntQu_Asw_Aux_Add	dnsAAAqF	dnsQname	dnsAname	dnsAPname	dns4Aaddress	dns6Aaddress	dnsQType	dnsQClass	dnsAType	dnsAClass	dnsATTL	dnsMXpref	dnsSRVprio	dnsSRVwgt	dnsSRVprt	dnsOptStat	sslStat	sslProto	sslFlags	sslVersion	sslNumRecVer	sslRecVer	sslNumHandVer	sslHandVer	sslVuln	sslAlert	sslCipher	sslNumExt	sslExtList	sslNumSuppVer	sslSuppVer	sslNumSigAlg	sslSigAlg	sslNumECPt	sslECPt	sslNumECFormats	sslECFormats	sslNumALPN	sslALPNList	sslNumALPS	sslALPSList	sslNumNPN	sslNPNList	sslNumCipher	sslCipherList	sslNumCC_A_H_AD_HB	sslSessIdLen	sslGMTTime	sslServerName	sslCertVersion	sslCertSerial	sslCertSha1FP	sslCNotValidBefore_after_lifetime	sslCSigAlg	sslCKeyAlg	sslCPKeyType_Size	sslCSubjectCommonName	sslCSubjectOrgName	sslCSubjectOrgUnit	sslCSubjectLocality	sslCSubjectState	sslCSubjectCountry	sslCIssuerCommonName	sslCIssuerOrgName	sslCIssuerOrgUnit	sslCIssuerLocality	sslCIssuerState	sslCIssuerCountry	sslJA3Hash	sslJA3Desc	sslJA4	sslJA4Desc	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt	tCnt	Ps_Iat_Cnt_PsCnt_IatCnt	dsMinPl	dsMaxPl	dsMeanPl	dsLowQuartilePl	dsMedianPl	dsUppQuartilePl	dsIqdPl	dsModePl	dsRangePl	dsStdPl	dsRobStdPl	dsSkewPl	dsExcPl	dsMinIat	dsMaxIat	dsMeanIat	dsLowQuartileIat	dsMedianIat	dsUppQuartileIat	dsIqdIat	dsModeIat	dsRangeIat	dsStdIat	dsRobStdIat	dsSkewIat	dsExcIat
A	51	0x0800000000008000	1751528887.984003000	1751528895.812527000	7.828524000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56911	2606:4700:4400::ac40:9bd1	us	"Cloudflare"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_26	AzureWave,TW_-	443	https	"TLS"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	NA	US	"--"	--	100	37.751000	-97.822000	"America/Chicago"	0x00	26	24	0	13600	7868	0	1360	523.0769	658.8974	0	6.292115	0.3010971	1.234948	3.321188	1737.237	0.04	0.267002	0x0a11	65535	0	64	64	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	479168423	25	13600	0	25	7868	0	11784	65330	66341.39	65280	66560	5	3	5	0	0x011b	0x0000	65330_2-1-3-1-1-41390_8	1	6	0x0000001e	1390	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.03100301	8.3e-05	0.824433	0.1439957	0.2343331	0.03110901	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000003	0x00	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0xfafa	10	0x4a4a;0x0005;0x002d;0x0010;0x44cd;0x0012;0x002b;0xff01;0x001b;0x0033	3	0xaaaa;0x0304;0x0303	0		0		0		2	"h2";"http/1.1"	0		0		16	0xfafa;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_6_0	32	1450203339.000000000																							t13i1509h2_8daaf6152771_f6e3cc0bee39		24	1	2	46	1.916667	23	666	185736	18	0_0_1_10_15;0_1_1_10_1;0_31_1_10_1;0_36_1_10_1;0_45_1_10_1;0_54_1_10_1;0_190_1_10_1;0_315_1_10_1;0_820_1_10_1;0_1000_1_10_1;31_25_1_1_1;64_4_1_1_1;92_0_1_1_15;167_0_1_1_15;287_0_1_1_15;294_0_1_1_15;425_0_1_1_15;1360_0_9_9_15	0	1360	523.0769	0	129.5	1360	1360	0	1360	617.7936	617.7936	0.56723	-1.594364	0.5	1000	101.58	0.5	0.5	41	40.5	0.5	999.5	255.5876	30.02265	2.793612	6.452439
B	51	0x0800000000008001	1751528888.015006000	1751528895.812328000	7.797322000	1	3	eth:ipv6:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x86dd		2606:4700:4400::ac40:9bd1	us	"Cloudflare"	443	2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56911	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_24	-_AzureWave,TW	443	https	"TLS"	NA	US	"--"	--	100	37.751000	-97.822000	"America/Chicago"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	0x00	24	26	0	7868	13600	0	1360	327.8333	515.3739	0	6.328869	0.3248884	1.292008	3.07798	1009.064	-0.04	-0.267002	0x0a11	65535	0	55	55	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1924175654	24	7868	0	24	13600	0	2720	65535	155487.2	65535	155648	0	3	1	0	0x031b	0x0000	65535_2-1-1-4-1-31360_13	1	6	0x0000001e	1360	8192	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000106	6.0992e-05	6.292232	0.2454919	1.234289	0.3894876	1.256337	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce00000	0x00000000	0x00	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1301	2	0x0033;0x002b	1	0x0304	0		0		0		0		0		0		1	0x1301	1_0_1_13_0	32	1049211817.000000000																					eb1d94daa7e0344597e756a1fb6e7054		t130200_1301_234ea6891581		1	24	1	45	45	45	42	13542	17	0_0_4_9_13;0_1_1_9_2;0_9_1_9_1;0_14_1_9_1;0_53_1_9_1;0_1000_1_9_1;31_0_3_4_13;31_5_1_4_1;33_0_2_2_13;202_1_1_1_2;503_315_1_1_1;528_31_1_1_1;677_0_1_1_13;735_0_1_1_13;953_840_1_1_1;1360_0_2_3_13;1360_190_1_3_1	0	1360	327.8333	0	31	602.5	602.5	0	1360	476.7419	446.6332	1.227345	0.02718663	0.5	1000	107.6739	0.5	1	31.5	31	0.5	999.5	268.7225	22.9803	2.635952	5.508944
A	78	0x0800000000008001	1751528906.619374000	1751528906.619374000	0.000000000	1	3	eth:ipv6:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x86dd		2603:1063:27:1::14	-	"-"	443	2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56900	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_1	-_AzureWave,TW	443	https	"TLS"	NA	US	"--"	--	100	37.751000	-97.822000	"America/Chicago"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	0x00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0x0011	65535	0	50	50	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2894226291	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0x0414	0x0000	0_00_00_0	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0xc3	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x00000000	0x00000000	0x00	0x0000	0		0		0x00	0x0000000000000000	0x0000	0		0		0		0		0		0		0		0		0		0_0_0_0_0	0																										1	26	1	51	51	51	1	0	1	0_0_1_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A	80	0x0400000000004000	1751528907.229267000	1751528910.829792000	3.600525000	1	3	eth:ipv4:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x0800		172.20.10.4	05	"Private network"	56916	66.117.22.191	us	"Adobe Systems Inc"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_14	AzureWave,TW_-	443	https	"TLS"	--	--	"--"	--	0	0.000000	0.000000	""	NA	US	"--"	--	1000	37.751000	-97.822000	"America/Chicago"	0x00	14	14	0	4138	4756	0	1400	295.5714	544.9583	0	3.147751	0.2571804	0.8371623	3.888322	1149.277	0	-0.06948505	0x0a11	1	1	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3680724896	12	4138	0	13	4756	0	2286	64240	45984.04	0	65792	2	2	3	0	0x051f	0x0040	64240_2-1-3-1-1-41460_8	1	6	0x0000001e	1460	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.03352899	0.001012992	0.05019299	0.03437215	0.02133713	0.03368	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000003	0x00	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0xeaea	9	0xfafa;0x000b;0xfe0d;0x0010;0x0017;0x0012;0x002d;0x002b;0x0033	3	0x6a6a;0x0304;0x0303	0		0		1	0x00	2	"h2";"http/1.1"	0		0		16	0xeaea;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_6_0	32	572511563.000000000																							t13i1508h2_8daaf6152771_3f5c200c50b9		1	1	2	2	2	1	14	4138	14	0_0_1_6_6;0_9_1_6_1;0_33_1_6_1;0_49_1_6_2;0_50_1_6_1;0_1000_1_6_1;31_49_1_2_2;31_255_1_2_1;64_3_1_1_1;92_0_1_1_6;390_0_1_1_6;882_0_1_1_6;1248_0_1_1_6;1400_0_1_1_6	0	1400	295.5714	0	31	390	390	0	1400	480.9912	289.107	1.412669	0.3218992	0.5	1000	112	0.5	21.5	50	49.5	0.5	999.5	275.6675	36.69435	2.868546	6.744813
B	80	0x0400000000004001	1751528907.262796000	1751528910.914141000	3.651345000	1	3	eth:ipv4:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x0800		66.117.22.191	us	"Adobe Systems Inc"	443	172.20.10.4	05	"Private network"	56916	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_14	-_AzureWave,TW	443	https	"TLS"	NA	US	"--"	--	1000	37.751000	-97.822000	"America/Chicago"	--	--	"--"	--	0	0.000000	0.000000	""	0x00	14	14	0	4756	4138	0	1400	339.7143	590.2353	0	3.152918	0.2608103	0.8417012	3.834203	1302.534	0	0.06948505	0x4a11	1	21794	51	51	0	0xb8	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2470563720	13	4756	0	14	4107	0	3143	62727	78032.49	62727	78464	0	2	1	0	0x031b	0x0000	62727_2-1-1-4-1-31400_7	2	9	0x0000003e	1400	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000151008	4.4992e-05	3.103411	0.2413272	0.8289915	0.2756993	0.829266	0x12	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce00000	0x00000000	0x08	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1301	2	0x0033;0x002b	1	0x0304	0		0		0		0		0		0		1	0x1301	1_0_1_6_0	32	3963705978.000000000																					eb1d94daa7e0344597e756a1fb6e7054		t130200_1301_234ea6891581		1	1	1	1	1	1	14	4756	13	0_0_1_7_6;0_1_1_7_1;0_2_1_7_1;0_50_1_7_1;0_53_1_7_1;0_83_1_7_1;0_295_1_7_1;24_1000_1_1_1;31_0_1_1_6;343_0_1_1_6;527_0_1_1_6;1031_7_1_1_1;1400_0_2_2_6	0	1400	339.7143	0	12	527	527	0	1400	518.5278	390.6651	1.222206	-0.1647382	0.5	1000	115.3077	0.5	5	68.5	68	0.5	999.5	278.1053	50.4084	2.767125	6.282379
A	82	0x0800000000008000	1751528908.322914000	1751528910.829454000	2.506540000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56917	2404:6800:4009:80c::2004	au	"Google IPv6 address block in A"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_9	AzureWave,TW_-	443	https	"TLS.Google"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	OC	AU	"--"	--	100	-27.000000	133.000000	"Australia/Adelaide"	0x00	9	12	0	1862	6396	0	1380	206.8889	517.4612	0	2.374898	0.2785045	0.7925979	3.590607	742.8567	-0.1428571	-0.5490434	0x0a11	65535	0	64	64	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	342847693	8	1862	0	8	6396	0	1788	65330	46107.4	0	66048	2	1	2	0	0x051f	0x0000	65330_2-1-3-1-1-41390_8	1	6	0x0000001e	1390	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.02943802	0.000164992	0.08468698	0.03623416	0.02576194	0.02957802	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000003	0x08	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0xcaca	12	0x6a6a;0xfe0d;0x0010;0x44cd;0x002d;0x0023;0x000a;0x0005;0xff01;0x0000;0x000d;0x0033	0		8	0x0403;0x0804;0x0401;0x0503;0x0805;0x0501;0x0806;0x0601	5	0x8a8a;0x11ec;0x001d;0x0017;0x0018	0		2	"h2";"http/1.1"	0		0		16	0xcaca;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_1_0	32	2683584378.000000000	"www.google.com"																						t12d1511h2_8daaf6152771_e5a68dd310e3		30	1	6	94	3.133333	15.66667	1962	638597	9	0_0_1_6_3;0_1_1_6_1;0_29_1_6_1;0_46_1_6_1;0_49_1_6_1;0_1000_1_6_1;74_3_1_1_1;408_0_1_1_3;1380_0_1_1_3	0	1380	206.8889	0	0	157.5	157.5	0	1380	433.476	116.7547	2.137731	3.000829	0.5	1000	141.4375	1.5	29.5	49.5	48	0.5	999.5	347.5344	35.5824	2.251675	3.101855
B	82	0x0800000000008001	1751528908.352352000	1751528910.914141000	2.561789000	1	3	eth:ipv6:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x86dd		2404:6800:4009:80c::2004	au	"Google IPv6 address block in A"	443	2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56917	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_12	-_AzureWave,TW	443	https	"TLS.Google"	OC	AU	"--"	--	100	-27.000000	133.000000	"Australia/Adelaide"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	0x00	12	9	0	6396	1862	0	1220	533	622.2779	0	2.387914	0.2134824	0.691641	4.684227	2496.693	0.1428571	0.5490434	0x0a11	65535	0	120	120	0	0x80	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3516185910	11	6396	0	12	1862	0	2940	65535	263779.2	65535	268032	1	1	2	0	0x031b	0x0000	65535_2-1-1-4-1-31380_8	1	6	0x0000001e	1380	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.00014	0.00014	2.338532	0.2605851	0.7852948	0.2968193	0.7857173	0x12	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce40000	0x00000000	0x00	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1301	2	0x0033;0x002b	1	0x0304	0		0		0		0		0		0		1	0x1301	0_0_1_2_0	32	508600631.000000000	"www.google.com"																				eb1d94daa7e0344597e756a1fb6e7054		t130200_1301_234ea6891581		1	30	5	93	93	18.6	38	23396	8	0_0_3_6_7;0_40_1_6_1;0_46_1_6_1;0_84_1_6_1;500_0_1_1_7;1016_1000_1_1_1;1220_0_3_4_7;1220_1_1_4_1	0	1220	533	0	250	1220	1220	0	1220	564.7114	564.7114	0.2318786	-1.828473	0.5	1000	106.9091	0.5	1	46.5	46	0.5	999.5	297.5267	34.0998	2.801108	5.943408
A	64	0x0800000000008000	1751528899.986211000	1751528905.837962000	5.851751000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56913	2404:6800:4009:82f::200e	au	"Google IPv6 address block in A"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_10	AzureWave,TW_-	443	https	"TLS.Google"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	OC	AU	"--"	--	100	-27.000000	133.000000	"Australia/Adelaide"	0x00	10	9	0	1904	6957	0	1380	190.4	497.6451	0	5.645937	0.5851751	1.789363	1.70889	325.3727	0.05263158	-0.5702516	0x0a11	65535	0	64	64	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	4253412849	9	1904	0	9	6957	0	1830	65330	65286.89	65024	66048	2	1	2	0	0x011b	0x0000	65330_2-1-3-1-1-41390_8	1	6	0x0000001e	1390	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.02931398	0.000318	0.04796007	0.02826901	0.02256226	0.02953798	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000003	0x00	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0x3a3a	17	0xfafa;0xfe0d;0x0023;0x001b;0x0000;0x0012;0x0010;0x002b;0x0005;0x000d;0x44cd;0xff01;0x0017;0x000a;0x002d;0x000b;0x0033	3	0xcaca;0x0304;0x0303	8	0x0403;0x0804;0x0401;0x0503;0x0805;0x0501;0x0806;0x0601	5	0x4a4a;0x11ec;0x001d;0x0017;0x0018	1	0x00	2	"h2";"http/1.1"	0		0		16	0x3a3a;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_1_0	32	507173972.000000000	"www.google-analytics.com"																						t13d1516h2_8daaf6152771_d8a2da3f94cd	"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605"	34	1	4	110	3.235294	27.5	2663	883844	9	0_0_2_7_5;0_29_1_7_1;0_45_1_7_1;0_48_1_7_1;0_79_1_7_1;0_1000_1_7_1;74_0_1_1_5;450_0_1_1_5;1380_0_1_1_5	0	1380	190.4	0	0	74	74	0	1380	418.3126	54.8562	2.255591	3.585811	0.5	1000	133.8889	0.5	37.5	64	63.5	0.5	999.5	326.0134	47.07255	2.439681	4.023885
B	64	0x0800000000008001	1751528900.015525000	1751528905.837852000	5.822327000	1	3	eth:ipv6:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x86dd		2404:6800:4009:82f::200e	au	"Google IPv6 address block in A"	443	2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56913	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_9	-_AzureWave,TW	443	https	"TLS.Google"	OC	AU	"--"	--	100	-27.000000	133.000000	"Australia/Adelaide"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	0x00	9	10	0	6957	1904	0	1220	773	633.627	0	5.734794	0.6469253	1.908077	1.545774	1194.883	-0.05263158	0.5702516	0x0a11	65535	0	120	120	0	0xb8	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3898995718	9	6957	0	9	1904	0	3539	65535	255876	65535	267520	0	1	1	0	0x031b	0x0000	65535_2-1-1-4-1-31380_8	1	6	0x0000001e	1380	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000224	7.8e-05	5.686834	0.573208	1.807845	0.601477	1.807986	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce40000	0x00000000	0x08	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1301	2	0x0033;0x002b	1	0x0304	0		0		0		0		0		0		1	0x1301	0_0_1_2_0	32	2908572226.000000000	"www.google-analytics.com"																				eb1d94daa7e0344597e756a1fb6e7054		t130200_1301_234ea6891581		1	34	3	109	109	36.33333	25	16600	6	0_0_1_3_6;0_46_1_3_1;0_1000_1_3_1;978_39_1_1_1;1099_0_1_1_6;1220_0_4_4_6	0	1220	773	0	1099	1220	1220	1220	1220	551.7773	551.7773	-0.651581	-1.508992	0.5	1000	136.0625	0.5	0.5	46.5	46	0.5	999.5	349.6161	34.0998	2.254168	3.10787
A	97	0x0800000000008000	1751528909.555318000	1751528910.820044000	1.264726000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56921	2404:6800:4009:829::200a	au	"Google IPv6 address block in A"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_12	AzureWave,TW_-	443	https	"TLS.Google"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	OC	AU	"--"	--	100	-27.000000	133.000000	"Australia/Adelaide"	0x00	12	13	0	1918	11909	0	1380	159.8333	461.3294	0	1.060408	0.1053938	0.3032293	9.488221	1516.534	-0.04	-0.7225718	0x0a11	65535	0	64	64	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3293212766	11	1918	0	11	11909	0	1844	65330	65286.77	64768	66048	3	2	3	0	0x011b	0x0000	65330_2-1-3-1-1-41390_8	1	6	0x0000001e	1390	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.03477498	4.3008e-05	0.04110701	0.02013638	0.01954088	0.03494496	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000000	0x08	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0x6a6a	7	0xdada;0x002b;0x0000;0x0012;0x000b;0x001b;0x0033	3	0xeaea;0x0304;0x0303	0		0		1	0x00	0		0		0		16	0x6a6a;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_1_0	32	2890738621.000000000	"appsgrowthpromo-pa.clients6.google.com"																						t13d150600_8daaf6152771_57973d048124		34	1	6	137	4.029412	22.83333	3831	996830	10	0_0_3_9_4;0_1_1_9_2;0_34_1_9_1;0_36_1_9_1;0_41_1_9_1;0_83_1_9_1;0_1000_1_9_1;74_5_1_1_1;464_0_1_1_4;1380_1_1_1_2	0	1380	159.8333	0	0	37	37	0	1380	389.2955	27.4281	2.552839	5.094821	0.5	1000	109.6364	1.5	20	41.5	40	0.5	999.5	296.4846	29.652	2.805442	5.959316
B	97	0x0800000000008001	1751528909.590093000	1751528910.819977000	1.229884000	1	3	eth:ipv6:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x86dd		2404:6800:4009:829::200a	au	"Google IPv6 address block in A"	443	2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	56921	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_13	-_AzureWave,TW	443	https	"TLS.Google"	OC	AU	"--"	--	100	-27.000000	133.000000	"Australia/Adelaide"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	0x00	13	12	0	11909	1918	0	1220	916.0769	570.193	0	1.14469	0.09460647	0.3159699	10.5701	9683.026	0.04	0.7225718	0x0a11	65535	0	120	120	0	0xb8	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2266864489	13	11909	0	13	1918	0	3660	65535	264724.2	65535	267520	0	1	1	0	0x031b	0x0000	65535_2-1-1-4-1-31380_8	1	6	0x0000001e	1380	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000169984	2.8992e-05	1.103583	0.09637384	0.3187346	0.1165102	0.3193331	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce40000	0x00000000	0x08	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1301	2	0x0033;0x002b	1	0x0304	0		0		0		0		0		0		1	0x1301	0_0_1_2_0	32	3916315847.000000000	"appsgrowthpromo-pa.clients6.google.com"																				eb1d94daa7e0344597e756a1fb6e7054		t130200_1301_234ea6891581		1	34	5	136	136	27.2	59	31134	7	0_0_1_3_8;0_36_1_3_1;0_1000_1_3_1;1006_45_1_1_1;1143_0_1_1_8;1220_0_6_8_8;1220_1_2_8_2	0	1220	916.0769	754.5	1220	1220	465.5	1220	1220	505.0609	345.0751	-1.235523	-0.4184525	0.5	1000	90.70834	0.5	0.5	36.5	36	0.5	999.5	286.7804	26.6868	2.99924	7.03215
